"ProjectName","RepositoryName","RepositoryId","AlertId","AlertType","Title","Severity","State","Tool","FirstDetectionDate","LastDetectionDate","IntroductionDate","GitRef","Confidence"
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","541","code","Images must have alternative text (image-alt)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","540","code","Images must have alternative text (image-alt)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","539","code","Images must have alternative text (image-alt)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","538","code","Images must have alternative text (image-alt)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","537","code","Images must have alternative text (image-alt)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","536","code","Images must have alternative text (image-alt)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","535","code","&lt;html&gt; element must have a lang attribute (html-has-lang)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","534","code","Page detected as HTML, but does not have a &#39;lang&#39; attribute (html_lang_exists)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","533","code","Heading levels should only increase by one (heading-order)","warning","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","532","code","Replace &lt;b&gt; with &lt;strong&gt; and &lt;i&gt; with &lt;em&gt; for semantic emphasis. (emphasis-strong-semantics)","note","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","531","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","530","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","529","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","528","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","527","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","526","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","525","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","524","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","523","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","522","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","521","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","520","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","519","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","518","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","517","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","516","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","515","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","514","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","513","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","512","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","511","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","510","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","509","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","508","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","507","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","506","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","505","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","504","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","503","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","502","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","501","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","500","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","499","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","498","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","497","code","The &lt;div&gt; element with &#39;onclick&#39; does not have a valid ARIA role specified (aria_eventhandler_role_valid)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","496","code","The &lt;div&gt; element with &#39;onclick&#39; does not have a valid ARIA role specified (aria_eventhandler_role_valid)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","495","code","The &lt;div&gt; element with &#39;onclick&#39; does not have a valid ARIA role specified (aria_eventhandler_role_valid)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","494","code","The &lt;div&gt; element with &#39;onclick&#39; does not have a valid ARIA role specified (aria_eventhandler_role_valid)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","493","code","The &lt;div&gt; element with &#39;onclick&#39; does not have a valid ARIA role specified (aria_eventhandler_role_valid)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","492","code","Avoid generic link text like &quot;Learn More&quot;, &quot;Click Here&quot;, etc. (ambiguous-link-text)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","491","code","Ensure focusable elements are not hidden behind sticky or fixed headers/footers. (sticky-element-overlap)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","490","code","Ensure focusable elements are not hidden behind sticky or fixed headers/footers. (sticky-element-overlap)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","489","code","Content is not within a landmark element (aria_content_in_landmark)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","488","code","Content is not within a landmark element (aria_content_in_landmark)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","487","code","Content is not within a landmark element (aria_content_in_landmark)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","486","code","Content is not within a landmark element (aria_content_in_landmark)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","485","code","Content is not within a landmark element (aria_content_in_landmark)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","484","code","Content is not within a landmark element (aria_content_in_landmark)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","483","code","Content is not within a landmark element (aria_content_in_landmark)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","482","code","Content is not within a landmark element (aria_content_in_landmark)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","481","code","Content is not within a landmark element (aria_content_in_landmark)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","480","code","Content is not within a landmark element (aria_content_in_landmark)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","479","code","The &lt;font&gt; element is deprecated in HTML 5 (element_attribute_deprecated)","warning","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","478","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","477","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","476","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","475","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","474","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","473","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","472","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","471","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","470","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","469","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","468","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","467","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","466","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","465","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","464","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","463","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","462","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","461","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","460","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","459","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:34 AM","2026-03-26 5:40:10 AM","refs/heads/main",
